queue_position,bags,vehicle_type,arrival_hour,avg_service_minutes,weather_delay_minutes,workers_available,warehouse_load_percent,day_of_week,festival_season,expected_wait_minutes
199,737,Pickup,11,5,2,6,89,Wednesday,1,742
110,581,Pickup,15,10,0,4,20,Tuesday,1,783
53,181,Pickup,8,19,24,7,75,Friday,0,769
66,344,Truck,16,15,25,1,41,Wednesday,0,760
133,399,MiniTruck,12,7,30,4,20,Friday,1,724
49,983,Truck,14,19,4,1,78,Tuesday,0,695
124,832,Pickup,13,18,29,2,35,Friday,1,1646
36,346,Tractor,17,19,20,9,69,Tuesday,0,526
200,637,Truck,6,18,29,2,38,Monday,0,2591
37,753,MiniTruck,8,10,9,5,82,Tuesday,0,303
90,776,Pickup,19,18,15,2,99,Saturday,1,1222
31,714,Pickup,7,16,11,10,75,Wednesday,1,391
104,808,Pickup,12,13,1,10,98,Saturday,1,982
135,895,Tractor,9,13,24,5,22,Monday,1,1287
39,185,MiniTruck,8,16,21,6,45,Thursday,0,483
178,206,Tractor,19,6,18,2,53,Tuesday,0,804
118,41,MiniTruck,17,13,15,4,73,Monday,0,1128
86,524,Truck,7,14,1,2,25,Monday,1,866
182,868,Tractor,12,4,0,9,24,Tuesday,1,509
90,593,Tractor,16,12,27,8,63,Friday,1,832
143,960,Tractor,9,14,9,9,84,Saturday,0,1434
92,523,Truck,15,9,3,5,93,Thursday,1,632
146,113,MiniTruck,12,11,28,9,72,Saturday,1,1204
73,715,Tractor,18,8,0,4,31,Thursday,0,412
169,437,Pickup,11,8,24,9,38,Wednesday,1,1001
138,361,MiniTruck,19,9,23,8,36,Wednesday,0,909
11,850,Truck,17,8,0,9,70,Saturday,0,69
23,331,Pickup,18,4,10,2,95,Monday,1,140
72,233,Tractor,13,7,12,4,27,Saturday,0,378
61,347,Pickup,19,10,12,10,45,Monday,0,443
15,78,Truck,15,5,16,10,95,Tuesday,0,102
142,474,Truck,17,4,25,5,88,Monday,0,476
135,679,Tractor,11,12,2,6,89,Friday,0,1164
160,719,Truck,15,11,1,5,48,Saturday,1,1258
107,454,Truck,9,17,12,3,88,Saturday,0,1332
132,827,Truck,8,8,21,7,86,Monday,1,818
195,605,MiniTruck,18,18,28,5,78,Monday,1,2552
184,245,Truck,19,6,1,6,90,Tuesday,0,801
3,902,Pickup,13,10,19,8,99,Friday,1,99
36,116,Truck,17,13,4,7,97,Tuesday,1,378
105,771,MiniTruck,16,4,24,2,71,Thursday,1,386
123,726,Truck,14,19,15,7,36,Saturday,0,1662
105,969,Tractor,12,20,28,6,23,Monday,1,1534
199,821,Tractor,13,16,5,10,40,Tuesday,1,2243
111,465,Pickup,14,20,0,10,44,Thursday,1,1561
22,992,Pickup,19,14,5,3,90,Saturday,0,261
119,318,Tractor,18,14,18,9,33,Tuesday,1,1206
88,657,Pickup,13,18,4,7,61,Friday,1,1141
98,323,Truck,14,10,29,9,67,Saturday,0,750
82,50,Truck,20,13,3,8,33,Thursday,1,759
124,584,Tractor,15,6,30,3,95,Wednesday,1,634
90,840,Truck,14,18,2,2,59,Friday,1,1176
11,77,MiniTruck,18,5,0,10,43,Wednesday,1,45
153,740,Tractor,14,18,17,8,64,Saturday,1,1984
13,661,Tractor,16,4,24,3,95,Tuesday,0,122
32,124,Tractor,11,4,2,9,70,Saturday,0,101
127,301,Tractor,15,4,12,10,64,Tuesday,0,381
42,252,Tractor,12,10,26,2,91,Monday,1,400
44,927,Truck,6,19,20,4,22,Tuesday,1,639
45,946,Pickup,16,17,4,5,93,Thursday,1,590
62,500,MiniTruck,6,14,15,2,55,Wednesday,1,674
170,631,MiniTruck,20,17,21,8,52,Monday,1,2082
139,944,Pickup,18,10,11,5,52,Wednesday,0,1005
66,358,Truck,10,16,20,7,90,Friday,1,818
91,969,Tractor,16,12,16,4,57,Friday,0,812
170,982,MiniTruck,16,17,20,3,73,Thursday,0,2090
112,421,MiniTruck,14,14,7,3,23,Saturday,1,1129
122,393,Pickup,6,20,28,10,57,Tuesday,0,1762
198,925,Pickup,18,10,21,5,58,Tuesday,1,1457
153,727,MiniTruck,19,5,11,1,59,Wednesday,0,584
93,758,Truck,15,9,17,5,71,Thursday,0,640
188,862,Truck,6,18,6,5,42,Friday,0,2386
146,66,Pickup,13,11,29,8,38,Friday,1,1192
70,670,MiniTruck,16,4,7,9,23,Monday,1,209
36,363,MiniTruck,7,15,1,3,20,Wednesday,1,396
6,693,Tractor,14,7,9,4,63,Tuesday,0,66
36,950,Pickup,15,12,24,4,48,Thursday,1,377
49,100,Truck,7,8,7,6,93,Monday,1,331
43,430,MiniTruck,8,18,26,5,39,Friday,1,613
173,409,Tractor,18,15,3,1,87,Wednesday,1,1877
58,561,Tractor,14,15,11,5,63,Monday,1,662
162,794,Pickup,6,6,18,4,61,Monday,0,734
123,701,MiniTruck,11,15,10,4,78,Saturday,0,1338
196,447,Tractor,13,9,17,2,73,Thursday,0,1299
64,472,MiniTruck,12,7,26,3,31,Saturday,1,387
122,403,Pickup,17,9,24,7,52,Monday,0,821
193,454,Truck,14,12,16,2,85,Saturday,1,1704
101,183,Truck,15,5,13,10,49,Monday,1,389
62,40,Tractor,20,14,30,2,75,Saturday,1,714
16,338,MiniTruck,6,14,23,10,95,Friday,0,220
33,956,Pickup,13,11,21,2,42,Tuesday,1,326
59,867,Truck,10,20,11,2,57,Saturday,0,870
15,168,MiniTruck,15,11,12,5,66,Monday,0,157
142,199,Tractor,7,11,8,3,80,Wednesday,1,1155
114,407,Pickup,8,6,3,6,57,Friday,0,495
192,312,MiniTruck,9,6,16,4,58,Tuesday,1,870
158,401,Tractor,20,6,28,1,40,Saturday,1,751
124,141,Truck,11,4,13,3,94,Monday,1,426
155,149,Pickup,20,14,25,2,77,Tuesday,0,1601
131,134,Pickup,8,6,23,1,84,Thursday,0,635
159,179,Tractor,7,11,12,10,29,Wednesday,1,1247
56,715,Pickup,12,19,3,1,65,Tuesday,1,795
125,21,Pickup,16,13,11,10,99,Saturday,0,1179
96,904,Tractor,6,12,8,6,26,Monday,0,817
2,154,Pickup,17,20,7,9,83,Friday,0,56
55,782,MiniTruck,16,15,28,1,41,Friday,1,666
129,429,Pickup,18,16,1,4,26,Wednesday,0,1447
155,819,Tractor,10,17,21,8,64,Wednesday,0,1894
138,748,Tractor,9,17,17,9,32,Monday,0,1665
63,870,Tractor,13,9,2,1,60,Monday,0,427
63,307,Pickup,6,7,17,5,40,Tuesday,0,347
26,260,Tractor,11,11,5,1,90,Saturday,0,252
176,768,Truck,20,16,16,2,72,Tuesday,1,2048
3,263,Truck,16,19,7,7,96,Monday,1,95
192,542,MiniTruck,16,19,13,8,43,Monday,0,2577
6,382,Tractor,7,12,22,2,26,Thursday,0,101
117,136,Pickup,9,12,17,6,23,Saturday,1,1025
27,204,Tractor,13,4,16,6,30,Monday,0,104
160,291,MiniTruck,11,12,29,6,73,Friday,1,1435
37,651,Pickup,11,14,12,2,96,Tuesday,1,443
110,530,Truck,9,18,14,2,84,Friday,1,1465
193,164,Pickup,9,15,12,2,37,Saturday,1,2078
196,869,Pickup,20,18,17,4,23,Wednesday,1,2518
127,232,Pickup,7,10,17,9,81,Saturday,1,951
12,189,Tractor,9,13,21,7,28,Wednesday,1,159
101,927,Pickup,8,19,13,4,47,Monday,1,1395
175,133,Truck,18,18,13,2,58,Tuesday,0,2254
96,210,MiniTruck,14,11,3,10,70,Friday,1,765
54,928,Pickup,10,19,0,5,69,Wednesday,1,752
138,598,Pickup,15,20,28,8,22,Tuesday,1,1989
142,592,Tractor,6,4,8,9,48,Thursday,0,410
103,766,Tractor,17,6,24,6,93,Tuesday,0,509
200,997,Truck,16,9,15,1,69,Wednesday,0,1321
72,85,Truck,20,12,1,7,38,Friday,0,604
21,576,Pickup,8,8,16,3,55,Thursday,0,168
133,217,Truck,7,7,14,10,71,Saturday,0,685
123,362,Pickup,14,20,20,5,93,Thursday,1,1808
149,649,Pickup,15,5,10,3,37,Monday,1,566
32,133,MiniTruck,14,17,25,6,73,Wednesday,0,449
142,654,Truck,20,4,13,2,83,Tuesday,1,474
105,902,Tractor,7,17,6,2,41,Friday,1,1291
94,872,MiniTruck,13,9,23,7,33,Thursday,1,648
156,440,Tractor,13,20,2,2,93,Tuesday,0,2228
101,563,Tractor,17,5,3,4,21,Thursday,0,358
110,525,MiniTruck,9,9,3,7,48,Saturday,0,702
108,963,Truck,18,11,2,8,98,Friday,1,875
69,612,Truck,18,5,9,10,27,Tuesday,1,258
173,187,MiniTruck,17,13,11,9,62,Friday,0,1600
88,731,Pickup,20,11,21,10,95,Friday,0,737
40,513,MiniTruck,17,10,19,3,38,Wednesday,1,343
28,468,MiniTruck,7,9,10,9,28,Saturday,1,198
127,908,Pickup,20,9,28,2,43,Saturday,0,871
104,850,Truck,7,16,7,10,96,Wednesday,1,1211
67,120,Tractor,17,12,10,4,32,Wednesday,1,601
56,814,Truck,15,11,0,8,96,Thursday,1,470
199,1000,Truck,16,17,22,5,66,Friday,1,2445
35,664,MiniTruck,20,5,17,10,97,Tuesday,0,175
118,515,Tractor,11,6,13,7,85,Monday,0,543
53,240,Pickup,9,17,14,1,81,Saturday,0,696
31,510,Tractor,17,13,0,3,59,Tuesday,0,302
166,194,MiniTruck,7,20,28,4,27,Thursday,0,2381
48,771,Tractor,12,14,9,1,32,Friday,0,501
167,829,MiniTruck,10,12,5,5,90,Wednesday,0,1442
172,704,Truck,8,12,7,6,20,Saturday,1,1465
113,441,MiniTruck,17,6,3,9,74,Saturday,0,490
87,446,MiniTruck,6,13,3,5,83,Wednesday,0,824
159,572,Truck,20,10,14,1,60,Wednesday,0,1168
77,878,MiniTruck,7,5,16,3,69,Monday,0,327
7,678,Tractor,11,16,10,10,54,Tuesday,0,95
10,669,Tractor,9,19,12,7,75,Friday,1,188
154,197,Tractor,15,15,7,4,88,Thursday,0,1663
146,276,Truck,19,6,20,9,44,Friday,0,648
160,832,Tractor,18,13,4,5,100,Tuesday,1,1514
1,407,Pickup,16,9,16,4,54,Thursday,0,53
52,845,MiniTruck,16,20,17,10,49,Tuesday,1,771
54,503,MiniTruck,7,20,12,7,98,Wednesday,0,808
130,465,MiniTruck,18,13,5,5,51,Saturday,0,1203
99,986,Tractor,14,14,10,1,77,Wednesday,0,1025
88,860,Truck,15,15,5,9,86,Friday,1,964
156,298,Pickup,19,4,7,10,74,Friday,1,472
73,354,Tractor,11,7,26,8,71,Wednesday,0,421
67,488,Truck,18,20,6,1,24,Friday,1,973
71,159,Pickup,9,12,9,10,71,Saturday,1,634
133,464,Pickup,13,12,14,1,72,Saturday,0,1178
118,737,Truck,19,17,18,1,30,Wednesday,1,1467
22,102,Truck,18,10,25,9,53,Saturday,1,218
27,364,Pickup,13,15,13,7,61,Monday,1,334
20,575,Pickup,6,7,12,8,57,Wednesday,0,126
53,310,Tractor,11,17,18,9,61,Monday,1,685
83,797,Truck,16,14,25,7,72,Saturday,0,878
125,371,MiniTruck,6,8,26,5,42,Friday,1,773
19,502,Tractor,20,14,25,8,35,Wednesday,0,229
34,358,Truck,19,11,17,6,82,Thursday,0,318
194,405,MiniTruck,14,6,20,7,51,Friday,1,874
147,270,Pickup,19,5,21,7,45,Wednesday,1,573
57,39,Truck,6,6,27,3,76,Friday,1,337
154,361,Truck,18,10,0,5,84,Wednesday,0,1105
182,521,Pickup,11,20,12,8,26,Tuesday,1,2576
84,444,Tractor,6,10,23,7,47,Wednesday,1,651
175,308,Tractor,16,12,12,9,96,Thursday,0,1515
60,127,Truck,16,8,6,4,67,Thursday,1,384
23,508,Truck,13,11,26,2,77,Wednesday,1,276
92,492,Pickup,20,17,5,7,37,Thursday,0,1102
101,475,MiniTruck,17,5,16,10,90,Friday,1,415
127,291,Pickup,18,15,19,5,56,Saturday,0,1384
74,879,MiniTruck,8,15,27,4,77,Saturday,1,872
65,919,Truck,18,11,15,7,79,Thursday,1,564
73,45,MiniTruck,19,8,0,8,73,Thursday,1,436
21,335,Pickup,11,10,9,2,29,Wednesday,1,188
197,232,Tractor,6,5,25,1,25,Friday,1,764
190,54,Pickup,11,16,11,9,39,Tuesday,1,2157
185,289,MiniTruck,9,20,30,6,74,Wednesday,0,2669
88,996,Tractor,20,10,27,3,72,Thursday,0,697
162,719,Truck,19,5,8,8,23,Friday,0,570
18,81,Tractor,19,13,18,6,73,Monday,0,218
154,725,Pickup,19,14,2,2,90,Monday,1,1567
129,240,Pickup,18,12,12,7,29,Wednesday,1,1116
121,479,Pickup,20,6,16,7,85,Thursday,0,561
72,757,Pickup,17,17,12,7,90,Tuesday,0,904
190,401,Tractor,11,16,10,10,95,Wednesday,0,2165
135,677,Truck,10,9,22,4,49,Monday,0,907
148,741,Tractor,13,17,29,5,22,Wednesday,1,1830
124,716,Tractor,15,17,5,3,28,Wednesday,0,1490
91,88,Tractor,20,6,17,7,68,Monday,1,444
125,334,Pickup,19,11,6,9,95,Monday,1,1009
117,770,MiniTruck,8,12,14,5,58,Tuesday,0,1024
49,355,MiniTruck,10,7,0,3,48,Friday,1,270
166,251,MiniTruck,7,17,13,5,83,Thursday,1,2042
25,228,Truck,9,15,2,9,44,Monday,0,261
91,546,MiniTruck,9,12,28,7,60,Friday,0,829
90,235,MiniTruck,16,9,22,2,82,Friday,1,661
88,917,Truck,18,20,9,2,41,Friday,1,1279
85,389,Truck,12,18,11,10,42,Tuesday,0,1084
25,621,Tractor,10,6,17,1,27,Tuesday,0,149
67,906,Pickup,9,12,4,10,42,Wednesday,0,561
27,725,MiniTruck,15,18,23,4,26,Friday,0,387
45,84,MiniTruck,8,19,28,4,57,Monday,0,671
76,761,Pickup,7,10,7,2,62,Saturday,1,586
93,220,Truck,7,14,7,1,44,Monday,1,959
76,30,Pickup,13,6,21,2,26,Friday,1,383
93,648,MiniTruck,16,14,10,8,72,Saturday,1,958
61,787,MiniTruck,11,13,3,9,43,Friday,0,555
37,436,MiniTruck,11,8,1,7,59,Saturday,0,217
159,959,Truck,6,17,3,7,68,Saturday,0,1911
5,80,Tractor,8,12,4,2,71,Friday,0,79
107,864,Tractor,8,6,20,8,65,Saturday,1,512
44,685,Pickup,19,16,30,3,23,Friday,0,555
162,297,Pickup,15,6,23,1,21,Wednesday,0,733
36,697,MiniTruck,13,8,24,3,90,Saturday,1,300
13,740,Tractor,8,8,0,1,79,Wednesday,1,124
158,525,Tractor,10,10,17,8,35,Tuesday,1,1148
23,322,MiniTruck,8,5,10,9,22,Saturday,0,84
162,990,Pickup,6,16,1,5,90,Monday,0,1846
47,288,Truck,12,15,27,5,81,Wednesday,1,588
103,729,MiniTruck,6,4,8,2,84,Saturday,1,355
112,421,MiniTruck,9,5,3,7,62,Saturday,1,423
111,844,Tractor,9,20,17,8,87,Friday,1,1622
187,921,Pickup,11,17,22,10,99,Tuesday,0,2288
53,418,Truck,12,8,28,3,95,Monday,0,391
26,838,Tractor,14,16,0,5,81,Friday,1,331
171,791,Pickup,20,6,24,10,98,Monday,0,785
131,37,Tractor,11,7,24,5,86,Friday,1,732
187,271,Tractor,17,13,9,2,95,Saturday,0,1761
67,490,Truck,11,11,9,8,36,Friday,0,527
151,387,Truck,17,17,15,4,27,Friday,1,1843
187,246,Tractor,16,16,15,1,91,Wednesday,1,2181
161,561,Pickup,19,14,12,3,95,Tuesday,1,1655
199,699,Tractor,19,9,16,3,88,Monday,0,1320
135,243,Tractor,9,15,6,1,75,Friday,1,1479
110,568,MiniTruck,16,17,15,7,83,Friday,0,1359
157,991,Pickup,10,14,25,9,48,Thursday,1,1600
188,307,MiniTruck,19,19,10,3,30,Tuesday,1,2541
163,225,Truck,13,14,28,6,62,Friday,0,1666
129,736,Pickup,10,18,30,5,31,Saturday,0,1685
181,671,MiniTruck,14,16,21,3,74,Thursday,1,2112
195,143,Truck,18,19,13,5,62,Tuesday,1,2650
157,436,MiniTruck,18,14,2,6,75,Wednesday,0,1562
157,432,Pickup,14,17,7,1,26,Friday,0,1892
90,774,Tractor,6,7,12,4,24,Monday,1,480
148,506,Tractor,8,12,4,3,87,Wednesday,0,1285
79,810,Tractor,13,16,13,9,26,Friday,1,911
112,690,Truck,7,20,1,5,21,Tuesday,0,1565
77,586,Truck,7,14,27,4,76,Saturday,0,834
96,833,Pickup,12,19,3,6,61,Wednesday,1,1310
107,921,Truck,11,11,18,3,70,Monday,1,900
125,896,MiniTruck,20,16,20,3,83,Tuesday,0,1472
162,360,Tractor,12,13,19,10,28,Monday,0,1496
182,563,MiniTruck,12,18,23,3,84,Wednesday,0,2372
44,107,MiniTruck,11,10,17,4,22,Saturday,1,356
117,368,MiniTruck,14,8,2,3,69,Tuesday,1,699
67,242,MiniTruck,12,19,20,9,54,Wednesday,1,946
1,476,Truck,19,19,26,6,30,Saturday,0,62
156,536,Truck,13,19,11,6,28,Tuesday,1,2107
77,118,MiniTruck,15,9,10,4,32,Thursday,1,524
159,574,Tractor,14,11,16,6,93,Thursday,1,1299
113,475,Pickup,11,16,24,6,94,Monday,1,1357
5,390,MiniTruck,10,12,20,4,59,Tuesday,1,114
138,502,Pickup,7,14,27,7,92,Tuesday,0,1431
186,22,MiniTruck,18,5,15,7,50,Wednesday,0,685
89,235,MiniTruck,15,18,14,2,26,Saturday,0,1156
29,146,MiniTruck,16,12,14,8,49,Wednesday,1,287
62,699,Truck,19,12,22,9,81,Tuesday,0,578
91,985,MiniTruck,13,20,10,7,52,Monday,0,1299
88,296,Pickup,10,7,12,9,62,Saturday,1,474
120,239,MiniTruck,8,11,27,3,88,Wednesday,1,1028
90,585,Truck,19,15,15,10,58,Thursday,1,988
129,120,Pickup,12,5,4,9,53,Saturday,0,458
199,218,Pickup,8,11,6,5,76,Monday,1,1582
5,496,Truck,10,16,25,10,76,Saturday,0,114
66,767,Pickup,16,19,23,4,57,Monday,1,955
183,347,MiniTruck,6,20,22,4,83,Wednesday,1,2650
183,804,Pickup,6,7,14,1,44,Friday,1,958
26,39,Truck,13,15,19,1,25,Monday,1,335
192,56,Pickup,13,12,18,1,82,Friday,1,1701
180,631,Tractor,14,14,10,2,70,Saturday,0,1813
29,787,MiniTruck,15,11,21,9,94,Thursday,1,300
103,713,Tractor,11,10,25,7,82,Tuesday,1,806
173,834,MiniTruck,17,20,19,7,25,Thursday,0,2451
117,151,Tractor,14,10,8,2,47,Tuesday,1,867
28,791,Tractor,15,4,2,5,44,Monday,1,104
80,188,Pickup,16,13,19,4,75,Thursday,0,791
81,511,Pickup,13,6,30,5,86,Monday,0,428
181,806,Truck,16,5,29,8,49,Wednesday,1,707
94,594,Tractor,12,4,16,3,63,Tuesday,1,332
61,938,Pickup,18,12,22,2,38,Friday,1,584
110,981,Truck,7,8,21,3,45,Tuesday,0,671
68,661,Tractor,11,9,25,7,30,Monday,1,487
165,579,Tractor,19,14,25,10,59,Thursday,1,1681
116,290,MiniTruck,12,15,22,4,43,Wednesday,1,1286
72,313,Truck,7,20,3,9,63,Monday,0,1018
98,963,Pickup,9,20,30,1,63,Tuesday,0,1460
53,585,Truck,17,10,14,7,85,Wednesday,0,420
138,817,MiniTruck,19,19,30,2,53,Thursday,0,1915
43,48,Truck,10,20,7,4,51,Wednesday,1,644
16,940,Truck,7,9,14,3,89,Tuesday,1,179
3,220,Truck,14,19,28,7,57,Thursday,1,118
12,769,Truck,12,19,13,2,89,Tuesday,1,239
97,167,MiniTruck,6,19,13,8,28,Saturday,1,1321
48,116,Pickup,8,5,9,9,87,Friday,1,217
144,70,MiniTruck,7,20,12,10,48,Monday,0,2034
172,185,Pickup,19,13,20,6,71,Wednesday,1,1637
120,325,Truck,15,6,12,1,61,Saturday,0,555
156,718,Truck,12,12,25,10,24,Friday,1,1357
166,35,Tractor,10,8,10,2,96,Thursday,0,991
32,585,Truck,17,15,17,10,32,Tuesday,1,371
140,165,Pickup,13,4,14,5,42,Monday,1,441
64,88,Tractor,16,16,23,3,63,Tuesday,1,800
1,163,Tractor,7,17,18,1,90,Saturday,1,104
94,831,MiniTruck,14,4,4,10,49,Tuesday,1,280
140,256,MiniTruck,9,6,0,7,66,Thursday,0,600
84,891,Truck,13,13,10,5,68,Friday,0,803
198,726,MiniTruck,7,4,28,3,30,Wednesday,0,616
196,110,Tractor,20,11,6,2,93,Wednesday,1,1576
132,994,Pickup,15,4,29,4,63,Friday,1,462
26,524,Pickup,7,19,22,1,44,Monday,1,423
106,532,Pickup,20,5,28,10,58,Monday,0,426
65,951,Pickup,6,14,2,7,52,Friday,0,646
195,669,MiniTruck,9,11,14,7,91,Wednesday,0,1554
194,590,Pickup,18,16,14,8,75,Monday,0,2214
100,306,Tractor,10,14,30,10,78,Saturday,0,1049
21,674,Pickup,18,11,1,4,48,Tuesday,1,190
149,830,Pickup,17,18,10,8,53,Wednesday,0,1899
200,20,MiniTruck,14,12,28,9,25,Friday,1,1736
180,914,Pickup,17,10,26,2,89,Monday,1,1365
100,40,MiniTruck,19,13,5,8,26,Thursday,1,923
149,755,MiniTruck,18,19,13,2,33,Monday,0,2018
124,996,Pickup,12,13,28,8,66,Wednesday,1,1208
108,369,Pickup,8,20,18,8,39,Tuesday,1,1558
175,610,Tractor,10,20,10,5,23,Tuesday,0,2466
156,539,MiniTruck,16,16,16,6,73,Monday,1,1812
98,760,Tractor,20,17,2,4,86,Tuesday,1,1216
141,507,Truck,15,18,28,8,78,Thursday,1,1862
120,61,Tractor,15,17,4,7,48,Thursday,1,1454
151,208,Pickup,7,6,1,8,50,Wednesday,0,637
34,587,Pickup,8,9,21,1,72,Friday,0,289
74,226,Tractor,9,10,21,4,26,Tuesday,0,561
158,623,Tractor,10,12,12,1,71,Saturday,0,1383
97,599,MiniTruck,17,11,21,1,71,Friday,1,836
168,153,Tractor,11,18,17,7,61,Tuesday,1,2175
24,159,MiniTruck,9,19,22,1,24,Thursday,1,387
65,563,MiniTruck,10,19,24,6,51,Monday,0,920
149,666,Truck,10,9,11,6,59,Tuesday,0,972
83,273,Pickup,12,13,4,6,62,Monday,1,791
143,900,Pickup,14,20,20,8,89,Thursday,0,2062
174,204,Truck,9,8,5,2,51,Monday,1,1018
9,943,Truck,15,14,17,7,73,Tuesday,0,137
139,850,Pickup,15,20,24,8,40,Friday,1,2004
52,866,Truck,10,9,25,5,92,Wednesday,1,423
45,610,Truck,13,16,9,5,34,Thursday,0,524
61,219,Tractor,14,20,0,8,20,Monday,1,855
21,738,Truck,8,20,15,5,63,Saturday,0,340
39,981,Truck,8,9,23,1,30,Saturday,1,318
93,324,MiniTruck,10,6,12,5,87,Thursday,0,443
169,905,Truck,6,12,12,7,36,Thursday,1,1455
167,777,Truck,18,7,11,3,71,Saturday,1,881
65,302,Tractor,19,5,7,7,27,Thursday,1,248
75,772,Tractor,9,4,18,6,84,Thursday,0,270
61,725,Tractor,12,4,13,1,31,Wednesday,1,224
115,628,Tractor,9,8,12,8,29,Wednesday,1,673
129,740,Truck,15,18,0,2,66,Monday,0,1652
145,462,Pickup,15,19,21,3,23,Friday,0,1972
90,95,Tractor,6,7,27,9,39,Friday,1,502
33,263,Tractor,17,8,18,8,20,Wednesday,0,206
194,508,MiniTruck,14,9,18,2,63,Friday,1,1298
83,850,Truck,7,17,26,4,97,Saturday,1,1091
22,309,Tractor,6,18,10,8,58,Saturday,0,302
80,956,Tractor,10,18,26,4,94,Thursday,0,1095
99,153,MiniTruck,15,6,16,9,50,Saturday,0,445
46,327,Pickup,17,18,7,7,79,Thursday,0,612
193,284,MiniTruck,9,13,6,6,58,Friday,1,1794
133,527,Tractor,15,16,11,8,34,Wednesday,1,1519
193,748,MiniTruck,9,20,27,1,40,Friday,0,2773
196,845,Tractor,10,4,20,5,36,Wednesday,1,606
149,904,Pickup,6,4,23,1,92,Wednesday,0,506
154,87,Pickup,17,15,15,4,81,Thursday,0,1675
74,920,Tractor,12,16,22,3,36,Wednesday,1,896
153,177,Truck,9,17,25,10,49,Monday,0,1865
184,1000,MiniTruck,20,5,29,2,62,Tuesday,1,742
62,131,Truck,18,18,5,3,70,Wednesday,0,817
67,523,MiniTruck,12,4,28,1,28,Friday,1,269
33,960,Tractor,9,14,19,9,54,Thursday,1,376
42,181,Tractor,19,14,19,7,73,Saturday,1,480
123,836,Truck,11,11,27,10,22,Tuesday,0,982
111,807,Tractor,17,13,14,4,71,Wednesday,0,1061
11,756,Tractor,8,4,18,1,27,Thursday,1,92
117,436,Truck,19,13,9,3,77,Friday,1,1127
64,882,MiniTruck,11,12,21,1,56,Tuesday,0,604
32,430,Pickup,15,8,23,1,75,Thursday,1,274
69,988,Tractor,15,10,9,4,93,Thursday,0,535
71,347,Tractor,17,9,25,6,42,Friday,1,515
143,730,Tractor,11,18,6,4,85,Monday,0,1844
64,40,Pickup,9,12,10,4,100,Saturday,0,595
13,205,Tractor,12,13,3,3,39,Wednesday,1,149
65,42,MiniTruck,9,18,5,1,50,Tuesday,1,866
12,351,Truck,12,5,4,4,36,Wednesday,0,56
8,519,Truck,11,15,10,9,83,Monday,1,133
163,735,Truck,10,8,4,5,63,Thursday,1,952
19,100,Tractor,11,15,27,2,36,Wednesday,0,265
131,840,Truck,13,20,2,10,31,Tuesday,1,1838
6,377,Tractor,17,13,19,5,28,Friday,1,106
29,361,Pickup,19,14,11,8,35,Thursday,1,314
60,197,Tractor,10,17,7,1,75,Monday,1,777
35,885,Truck,16,15,28,7,50,Wednesday,0,427
3,914,Truck,13,17,30,2,60,Monday,1,134
40,76,MiniTruck,15,16,16,6,73,Friday,1,513
118,918,Truck,10,10,21,4,74,Monday,0,893
191,803,Truck,7,5,2,5,73,Saturday,0,694
13,770,Tractor,15,8,15,9,87,Friday,0,119
138,628,Tractor,6,12,25,7,34,Thursday,0,1205
143,555,Truck,12,20,15,9,65,Monday,1,2052
108,973,Truck,11,5,21,10,68,Wednesday,1,439
195,590,Tractor,12,19,5,9,24,Monday,1,2603
40,751,Pickup,8,4,23,9,34,Saturday,1,163
115,178,Tractor,13,10,11,7,56,Monday,1,849
133,248,Truck,14,11,1,7,97,Thursday,1,1068
27,676,MiniTruck,11,13,19,9,46,Thursday,1,294
21,286,Pickup,13,12,18,1,75,Thursday,1,261
116,401,Truck,19,14,24,8,32,Monday,1,1191
78,382,Pickup,6,15,21,10,66,Thursday,0,864
78,274,Truck,14,5,29,8,46,Friday,0,330
5,757,Truck,8,15,16,6,74,Wednesday,0,103
62,809,Pickup,17,19,15,4,22,Saturday,0,853
26,407,Pickup,17,19,3,10,40,Thursday,0,341
96,309,Pickup,16,8,0,2,38,Wednesday,0,550
36,996,MiniTruck,19,13,10,6,23,Saturday,0,341
88,322,Truck,14,5,21,10,95,Friday,0,367
146,886,Pickup,12,18,7,9,85,Thursday,0,1869
80,406,Truck,12,10,0,4,56,Tuesday,0,576
198,707,Truck,6,4,18,2,57,Tuesday,1,627
41,649,MiniTruck,15,11,0,8,55,Monday,1,334
146,599,Pickup,11,12,13,7,39,Friday,1,1265
178,219,MiniTruck,7,20,19,7,40,Tuesday,1,2544
40,483,MiniTruck,16,16,1,1,41,Tuesday,0,467
10,152,Tractor,20,13,1,6,68,Saturday,1,124
116,893,Truck,8,15,2,6,86,Friday,0,1247
68,124,Tractor,18,20,28,1,63,Monday,1,1051
104,461,Truck,17,7,27,3,47,Friday,0,578
125,559,MiniTruck,18,12,15,10,24,Friday,1,1077
50,446,Truck,11,8,15,7,98,Wednesday,1,353
78,330,Tractor,6,8,5,5,91,Tuesday,1,492
138,577,Pickup,9,6,7,8,50,Thursday,0,594
77,395,Truck,9,6,26,2,88,Monday,0,413
98,715,Pickup,16,7,29,5,35,Friday,0,540
172,607,Pickup,6,16,2,1,53,Thursday,0,1953
129,601,Truck,19,7,26,10,98,Tuesday,1,718
97,999,Tractor,20,13,23,8,72,Friday,0,940
75,84,Truck,9,12,2,5,31,Tuesday,0,634
