variety,total_bags,damaged,wet,moisture_pct,humidity_pct,rain_risk_pct,source
Sona Masoori,79,5,2,16.2,81,21,inspection
IR-64,443,4,2,16.1,76,51,inspection
Basmati,428,24,13,16.4,93,34,inspection
Basmati,348,19,3,14.9,59,37,inspection
Ponni,425,22,4,13.5,88,32,inspection
Basmati,442,25,18,15.3,58,21,inspection
Sona Masoori,222,3,10,13.7,59,60,inspection
Basmati,419,24,6,12.5,94,12,inspection
Sona Masoori,379,15,10,14.0,60,8,inspection
IR-64,236,8,10,14.8,62,35,inspection
Swarna,359,28,16,15.4,73,79,inspection
Ponni,337,21,1,14.9,62,9,inspection
IR-64,203,4,5,12.4,86,13,inspection
Jasmine,452,29,21,13.5,86,75,inspection
Jasmine,375,9,14,15.0,80,26,inspection
IR-64,106,2,2,16.4,89,18,inspection
Sona Masoori,225,12,4,11.9,53,17,inspection
Jasmine,301,9,5,13.2,82,15,inspection
Swarna,421,16,1,14.0,69,66,inspection
Ponni,491,41,17,12.6,60,81,inspection
Swarna,346,24,9,13.8,94,32,inspection
Swarna,393,34,15,13.3,51,46,inspection
Basmati,432,38,19,13.7,89,71,inspection
IR-64,255,12,6,13.5,50,25,inspection
Sona Masoori,360,33,9,13.1,56,47,inspection
Sona Masoori,370,25,7,12.9,91,35,inspection
Jasmine,420,40,17,12.8,90,7,inspection
Jasmine,301,16,7,16.8,90,58,inspection
Jasmine,444,19,13,14.4,56,4,inspection
Jasmine,138,2,5,15.2,61,16,inspection
Sona Masoori,88,3,3,13.8,95,7,inspection
Basmati,496,5,20,12.5,89,94,inspection
Basmati,423,40,10,12.4,87,92,inspection
Jasmine,266,4,2,13.7,92,85,inspection
Ponni,135,6,1,15.4,55,22,inspection
IR-64,412,31,17,14.2,61,81,inspection
Sona Masoori,219,8,6,13.0,72,15,inspection
Jasmine,104,2,0,14.5,79,11,inspection
Jasmine,104,10,3,12.5,87,80,inspection
Sona Masoori,171,15,8,14.9,79,10,inspection
Basmati,488,38,3,15.1,62,95,inspection
Sona Masoori,254,5,4,15.2,61,35,inspection
IR-64,487,47,6,12.5,62,22,inspection
Swarna,195,8,7,12.0,72,74,inspection
Ponni,290,3,12,15.9,93,21,inspection
Swarna,139,6,4,14.4,63,89,inspection
Jasmine,467,45,12,13.0,71,89,inspection
Jasmine,466,15,10,12.9,82,26,inspection
Sona Masoori,119,6,2,14.2,90,23,inspection
Basmati,250,22,4,14.5,92,75,inspection
Sona Masoori,382,18,6,13.4,50,20,inspection
Jasmine,111,2,3,12.5,72,39,inspection
Sona Masoori,284,17,6,15.8,79,75,inspection
Swarna,302,13,5,15.9,66,92,inspection
Jasmine,265,5,5,13.1,64,64,inspection
Basmati,355,19,16,13.6,51,20,inspection
Ponni,417,32,2,16.5,62,72,inspection
Basmati,463,37,3,16.6,55,39,inspection
Basmati,294,20,2,13.6,79,0,inspection
IR-64,214,18,4,13.1,61,30,inspection
Jasmine,185,1,1,12.3,85,47,inspection
Sona Masoori,301,8,7,14.4,75,89,inspection
Swarna,485,21,7,14.0,65,12,inspection
IR-64,264,19,5,15.6,68,86,inspection
Swarna,333,25,9,11.9,81,85,inspection
IR-64,371,15,9,12.4,65,47,inspection
Sona Masoori,372,25,2,14.7,75,9,inspection
IR-64,82,3,2,12.6,77,11,inspection
Swarna,137,11,0,13.0,74,86,inspection
Swarna,151,12,3,12.4,93,66,inspection
Sona Masoori,237,20,9,15.1,56,83,inspection
Sona Masoori,142,6,3,13.2,86,64,inspection
Swarna,394,31,5,16.6,75,54,inspection
Basmati,439,24,17,14.9,88,57,inspection
Jasmine,231,18,11,16.0,73,14,inspection
Ponni,448,10,7,13.5,93,10,inspection
Jasmine,362,27,8,12.9,82,78,inspection
Sona Masoori,297,15,0,13.0,57,62,inspection
Ponni,411,29,15,13.5,77,43,inspection
Sona Masoori,337,16,7,12.9,68,45,inspection
Basmati,385,29,10,11.7,57,45,inspection
Swarna,187,3,1,12.4,84,12,inspection
Swarna,280,20,3,16.2,72,58,inspection
Jasmine,480,8,8,14.3,79,5,inspection
IR-64,371,16,18,16.7,90,12,inspection
Sona Masoori,232,10,2,16.4,69,54,inspection
Jasmine,191,18,7,15.3,55,55,inspection
Ponni,193,11,7,16.8,89,65,inspection
Jasmine,469,13,21,11.8,86,60,inspection
Basmati,442,24,1,15.2,61,35,inspection
Swarna,152,7,0,15.1,67,0,inspection
Swarna,396,25,19,12.2,67,59,inspection
Basmati,109,4,0,12.7,51,90,inspection
Basmati,432,20,12,15.3,79,75,inspection
Ponni,259,10,4,14.0,85,1,inspection
Swarna,137,7,1,13.9,81,26,inspection
Swarna,190,18,5,13.6,92,73,inspection
Ponni,236,8,8,11.9,83,47,inspection
Swarna,405,25,12,14.0,59,79,inspection
Ponni,280,16,6,13.7,51,36,inspection
IR-64,252,16,10,16.4,58,48,inspection
Sona Masoori,262,9,11,12.7,57,73,inspection
Jasmine,265,12,7,14.4,72,27,inspection
Basmati,454,40,21,13.4,56,85,inspection
Jasmine,222,6,4,14.2,84,50,inspection
Swarna,206,19,1,15.9,78,20,inspection
Basmati,61,4,2,14.3,71,59,inspection
Sona Masoori,256,12,8,14.6,76,53,inspection
Ponni,174,17,5,12.2,89,64,inspection
Jasmine,269,8,7,16.5,70,78,inspection
Swarna,410,31,18,12.0,73,2,inspection
Jasmine,259,13,9,14.4,62,20,inspection
IR-64,149,5,2,14.0,95,25,inspection
Sona Masoori,165,11,3,14.6,79,31,inspection
IR-64,467,31,18,12.4,79,64,inspection
Basmati,141,10,4,12.8,54,0,inspection
Swarna,326,26,15,16.8,74,9,inspection
Jasmine,335,33,11,12.1,88,82,inspection
Swarna,306,25,12,15.9,53,37,inspection
Jasmine,453,42,14,11.7,75,91,inspection
Swarna,279,24,10,15.7,56,18,inspection
Ponni,445,20,7,15.7,60,46,inspection
IR-64,467,18,16,14.1,66,12,inspection
Swarna,423,17,14,14.1,65,33,inspection
Basmati,463,16,0,13.9,66,72,inspection
IR-64,135,12,3,14.3,51,28,inspection
Jasmine,209,12,3,13.1,95,20,inspection
Jasmine,285,23,1,15.1,59,95,inspection
Ponni,209,6,8,16.1,66,81,inspection
Ponni,215,9,5,12.3,50,33,inspection
Ponni,267,18,7,14.0,60,44,inspection
Ponni,220,15,9,14.3,74,62,inspection
Swarna,149,10,0,14.1,74,1,inspection
IR-64,218,14,7,12.6,59,35,inspection
Sona Masoori,392,24,12,12.5,81,58,inspection
Sona Masoori,490,37,8,15.5,83,29,inspection
Sona Masoori,264,4,7,14.8,71,64,inspection
Ponni,493,24,12,15.4,55,7,inspection
IR-64,191,18,8,15.7,61,88,inspection
IR-64,413,40,5,15.3,61,5,inspection
Basmati,106,6,0,15.4,54,16,inspection
IR-64,184,9,4,14.6,87,61,inspection
Sona Masoori,223,11,4,15.7,54,25,inspection
Swarna,161,10,2,12.0,87,27,inspection
Sona Masoori,357,32,13,13.8,57,92,inspection
IR-64,361,35,4,15.8,89,58,inspection
Swarna,367,14,8,12.9,90,22,inspection
Basmati,390,15,13,13.1,84,31,inspection
Ponni,218,11,3,14.8,57,23,inspection
Ponni,300,23,10,14.1,61,8,inspection
Sona Masoori,286,24,2,13.3,93,68,inspection
Sona Masoori,450,16,17,12.7,69,64,inspection
Swarna,112,6,0,15.1,89,26,inspection
IR-64,158,10,1,15.6,60,20,inspection
Ponni,302,10,14,15.0,76,92,inspection
Swarna,498,18,18,15.9,73,18,inspection
Jasmine,221,10,4,13.9,77,72,inspection
Swarna,88,7,4,16.6,72,82,inspection
Basmati,69,4,0,15.8,62,26,inspection
Basmati,72,4,2,13.2,74,41,inspection
IR-64,376,6,3,14.2,67,13,inspection
Jasmine,305,29,14,16.5,87,60,inspection
Jasmine,259,8,12,15.1,95,62,inspection
Ponni,252,10,6,11.8,53,81,inspection
Swarna,205,3,10,12.1,58,95,inspection
Jasmine,271,9,2,15.9,59,75,inspection
Sona Masoori,284,22,3,12.8,86,69,inspection
Ponni,478,37,1,13.0,51,17,inspection
Jasmine,424,32,4,15.4,73,57,inspection
Basmati,299,8,14,12.7,73,42,inspection
Basmati,190,3,3,14.7,51,17,inspection
Swarna,472,7,23,14.1,53,67,inspection
Basmati,68,6,1,14.5,52,64,inspection
Ponni,311,4,1,13.0,71,81,inspection
Sona Masoori,345,28,14,15.6,84,20,inspection
Sona Masoori,353,35,13,16.4,89,83,inspection
Jasmine,280,25,13,15.8,79,57,inspection
IR-64,393,24,8,13.3,61,82,inspection
Jasmine,438,20,6,15.8,77,2,inspection
Ponni,484,18,3,13.6,50,28,inspection
IR-64,359,18,11,15.1,70,68,inspection
Ponni,241,5,9,16.2,95,73,inspection
IR-64,217,13,9,12.5,51,68,inspection
IR-64,336,29,15,13.3,54,41,inspection
Jasmine,166,16,1,12.6,60,54,inspection
IR-64,455,9,21,13.4,58,56,inspection
Sona Masoori,287,4,6,16.1,63,48,inspection
IR-64,165,3,1,15.6,87,15,inspection
Ponni,430,8,10,14.2,60,26,inspection
Ponni,243,6,11,15.5,70,53,inspection
Ponni,244,23,0,14.0,82,14,inspection
Swarna,471,19,7,13.7,56,45,inspection
Sona Masoori,282,8,9,16.5,91,38,inspection
Jasmine,389,37,5,15.8,80,2,inspection
Jasmine,225,13,1,11.7,65,22,inspection
IR-64,131,8,1,15.2,52,7,inspection
Jasmine,398,33,8,13.1,89,53,inspection
IR-64,325,13,15,16.6,92,23,inspection
IR-64,75,4,3,14.1,69,51,inspection
Basmati,378,4,8,13.2,51,42,inspection
Jasmine,133,5,3,16.3,52,69,inspection
Ponni,146,13,0,12.3,50,44,inspection
Sona Masoori,117,10,3,16.6,79,53,inspection
IR-64,498,18,11,14.7,90,0,inspection
Basmati,125,12,4,13.2,84,46,inspection
Sona Masoori,304,6,7,14.1,86,25,inspection
IR-64,175,8,7,15.0,56,91,inspection
Sona Masoori,187,12,3,12.7,61,93,inspection
Swarna,402,39,5,14.6,83,73,inspection
IR-64,227,14,10,13.7,92,18,inspection
Sona Masoori,442,6,4,16.3,74,80,inspection
IR-64,67,1,1,12.3,52,30,inspection
Ponni,306,20,12,14.1,72,24,inspection
Ponni,267,17,7,13.9,63,58,inspection
Sona Masoori,441,17,19,13.0,82,43,inspection
Basmati,234,11,1,15.8,81,70,inspection
Basmati,450,21,0,14.3,54,46,inspection
Ponni,124,2,4,12.0,79,14,inspection
IR-64,237,23,0,13.1,77,70,inspection
Ponni,153,3,5,13.6,82,24,inspection
Sona Masoori,161,10,1,15.4,72,67,inspection
Ponni,328,19,11,11.7,84,46,inspection
Ponni,145,3,4,13.5,56,87,inspection
Ponni,175,10,8,16.0,95,19,inspection
Swarna,499,18,22,12.6,53,51,inspection
Swarna,303,28,0,14.0,58,92,inspection
Basmati,422,39,12,14.4,69,26,inspection
Sona Masoori,90,4,0,15.5,58,18,inspection
IR-64,260,11,2,15.7,91,53,inspection
Basmati,96,8,0,12.7,67,17,inspection
Jasmine,359,17,12,16.5,59,26,inspection
Basmati,65,3,2,14.9,83,39,inspection
Ponni,301,25,8,12.7,78,38,inspection
Ponni,292,27,0,12.3,71,34,inspection
Basmati,117,2,4,14.8,77,74,inspection
Swarna,448,8,16,13.0,83,13,inspection
Ponni,245,20,11,12.8,92,63,inspection
Swarna,89,6,4,14.9,67,92,inspection
Jasmine,320,31,1,13.2,92,32,inspection
Sona Masoori,425,23,12,15.8,65,74,inspection
Jasmine,196,11,8,12.1,95,62,inspection
Swarna,370,5,1,14.3,92,48,inspection
Jasmine,110,4,3,14.6,57,30,inspection
Ponni,275,3,8,15.8,95,95,inspection
Swarna,496,46,20,13.9,83,4,inspection
Jasmine,441,12,3,15.6,92,3,inspection
Jasmine,228,17,9,12.0,76,3,inspection
Basmati,243,23,3,15.8,72,45,inspection
Swarna,461,45,6,11.8,79,89,inspection
IR-64,167,6,3,14.5,85,82,inspection
Basmati,459,18,14,15.8,81,11,inspection
Jasmine,472,39,2,15.9,64,40,inspection
Jasmine,106,5,0,14.9,70,79,inspection
Swarna,163,6,6,12.9,95,62,inspection
Basmati,446,5,4,12.3,60,41,inspection
Basmati,319,24,8,15.2,85,37,inspection
Swarna,376,6,11,15.2,62,11,inspection
Jasmine,267,10,4,16.0,59,91,inspection
IR-64,257,15,1,12.0,68,78,inspection
IR-64,286,6,14,15.9,65,70,inspection
Sona Masoori,313,10,3,12.7,94,28,inspection
Jasmine,475,15,0,12.6,50,37,inspection
Ponni,307,18,8,15.9,76,71,inspection
Swarna,155,10,6,16.0,87,51,inspection
Swarna,442,21,8,12.9,73,33,inspection
IR-64,223,4,9,14.4,54,88,inspection
Jasmine,186,3,8,15.7,87,16,inspection
Ponni,422,34,12,14.0,70,13,inspection
Jasmine,238,19,2,15.3,91,70,inspection
Basmati,354,17,10,15.9,79,79,inspection
Sona Masoori,147,10,6,11.6,78,71,inspection
Swarna,421,6,15,12.3,93,45,inspection
Ponni,189,12,4,16.5,51,91,inspection
IR-64,262,15,8,12.6,78,39,inspection
Basmati,179,4,4,14.5,82,52,inspection
Jasmine,360,5,13,13.2,50,78,inspection
Ponni,121,1,2,15.6,54,78,inspection
IR-64,435,37,0,12.5,88,22,inspection
Swarna,433,41,12,12.1,55,12,inspection
Jasmine,258,13,10,15.8,74,89,inspection
IR-64,109,5,1,13.1,61,90,inspection
Sona Masoori,154,6,4,12.9,62,29,inspection
Sona Masoori,233,7,10,13.9,56,67,inspection
Sona Masoori,345,8,16,11.8,73,12,inspection
Ponni,66,0,2,11.5,74,39,inspection
Ponni,251,16,6,16.1,61,24,inspection
Ponni,171,15,5,16.7,56,87,inspection
Ponni,150,8,6,16.2,95,22,inspection
Swarna,75,6,1,14.8,84,15,inspection
Basmati,115,6,5,13.3,61,75,inspection
Swarna,158,14,7,14.7,89,43,inspection
Ponni,485,34,1,13.6,78,14,inspection
IR-64,247,20,0,12.2,81,24,inspection
Sona Masoori,305,23,9,15.8,92,90,inspection
Ponni,106,6,3,15.0,70,67,inspection
Ponni,261,9,1,15.5,91,25,inspection
IR-64,209,10,0,16.5,77,51,inspection
Sona Masoori,311,20,4,12.1,85,61,inspection
Basmati,454,38,4,15.1,53,67,inspection
Sona Masoori,217,5,3,16.2,86,69,inspection
Sona Masoori,333,8,16,11.6,69,49,inspection
Sona Masoori,481,26,20,15.9,77,94,inspection
Ponni,249,4,11,15.1,52,27,inspection
IR-64,424,23,12,13.2,95,26,inspection
Ponni,67,6,0,11.7,74,26,inspection
Basmati,62,6,3,16.3,92,42,inspection
IR-64,250,6,7,16.4,75,5,inspection
Ponni,402,24,17,12.9,77,87,inspection
Jasmine,218,20,4,12.6,91,94,inspection
Sona Masoori,272,23,2,15.9,74,35,inspection
Swarna,189,8,6,14.7,90,88,inspection
Swarna,125,8,0,15.0,64,9,inspection
Swarna,94,8,1,12.5,70,21,inspection
Jasmine,426,24,6,16.4,75,36,inspection
Ponni,193,16,8,12.1,57,50,inspection
Sona Masoori,344,19,0,16.0,62,16,inspection
Swarna,115,3,4,12.1,52,49,inspection
Sona Masoori,183,13,4,13.8,73,56,inspection
Sona Masoori,399,30,0,16.4,62,26,inspection
Sona Masoori,138,5,1,13.3,66,22,inspection
Jasmine,88,4,0,13.6,59,37,inspection
Jasmine,159,14,0,13.3,78,3,inspection
IR-64,368,8,17,14.3,85,20,inspection
Sona Masoori,117,6,3,15.1,76,66,inspection
IR-64,430,9,2,16.4,73,4,inspection
IR-64,63,5,2,13.5,86,7,inspection
Sona Masoori,498,30,1,12.7,90,4,inspection
Jasmine,481,21,16,16.3,86,82,inspection
Swarna,290,15,3,16.3,65,87,inspection
Jasmine,292,17,5,14.0,59,58,inspection
IR-64,206,20,9,14.9,61,49,inspection
Basmati,438,6,8,11.6,69,18,inspection
Ponni,496,42,8,12.7,75,16,inspection
Swarna,275,13,13,16.2,79,93,inspection
Swarna,246,5,6,13.3,92,51,inspection
IR-64,171,16,6,15.3,86,24,inspection
Ponni,246,10,3,16.3,85,52,inspection
Swarna,132,6,5,14.0,84,83,inspection
Ponni,271,16,2,11.8,63,43,inspection
Swarna,324,23,6,13.8,78,3,inspection
Jasmine,148,11,4,12.9,93,72,inspection
Ponni,460,17,5,15.7,59,52,inspection
Jasmine,126,8,4,15.5,81,40,inspection
Ponni,436,8,1,14.8,52,86,inspection
Sona Masoori,64,5,1,16.4,53,42,inspection
Basmati,163,13,2,15.4,63,39,inspection
Basmati,358,14,3,16.3,78,60,inspection
Basmati,111,2,0,15.8,60,19,inspection
Ponni,269,14,13,12.3,85,80,inspection
Jasmine,494,46,22,16.3,57,84,inspection
Sona Masoori,446,19,3,11.7,74,60,inspection
Sona Masoori,360,22,3,15.1,73,56,inspection
Sona Masoori,311,27,15,16.5,86,44,inspection
Basmati,95,6,4,12.4,89,38,inspection
Sona Masoori,464,18,16,16.6,62,81,inspection
Sona Masoori,241,15,7,14.7,81,2,inspection
IR-64,246,8,6,16.0,62,65,inspection
Sona Masoori,310,21,10,13.2,60,6,inspection
Basmati,289,9,14,16.8,71,5,inspection
Jasmine,294,3,12,15.0,71,70,inspection
Ponni,65,2,2,15.4,51,38,inspection
Swarna,258,18,4,11.7,93,34,inspection
Ponni,497,36,3,16.8,77,52,inspection
Basmati,428,15,1,12.9,62,62,inspection
Swarna,403,35,18,11.9,92,40,inspection
Sona Masoori,475,7,8,12.2,56,31,inspection
IR-64,352,3,0,15.7,55,9,inspection
Basmati,376,36,18,11.9,87,80,inspection
Jasmine,229,4,8,15.7,56,78,inspection
IR-64,441,32,2,16.4,61,11,inspection
Swarna,465,34,8,15.1,63,6,inspection
Jasmine,331,32,10,12.5,62,90,inspection
IR-64,300,26,0,13.0,93,75,inspection
IR-64,319,10,14,11.5,61,25,inspection
Ponni,156,4,6,15.2,94,9,inspection
IR-64,143,9,3,13.6,87,37,inspection
Basmati,171,5,0,13.8,72,94,inspection
Jasmine,188,2,4,13.0,60,8,inspection
Jasmine,90,6,4,14.8,77,10,inspection
Swarna,66,2,2,16.7,93,11,inspection
Basmati,417,25,15,15.1,93,8,inspection
Basmati,290,15,11,13.4,80,47,inspection
Basmati,339,21,0,16.8,62,29,inspection
Basmati,269,25,11,14.0,79,41,inspection
Swarna,297,7,10,16.1,79,57,inspection
Swarna,274,12,11,16.5,58,40,inspection
IR-64,264,24,1,13.4,77,84,inspection
IR-64,171,4,2,12.0,75,60,inspection
Sona Masoori,314,10,2,13.6,69,70,inspection
Ponni,430,23,14,14.1,77,20,inspection
Basmati,114,6,1,11.9,70,90,inspection
IR-64,325,17,15,16.5,63,53,inspection
Jasmine,141,9,4,13.3,69,87,inspection
Ponni,126,5,4,14.3,71,92,inspection
IR-64,249,2,4,14.5,80,8,inspection
IR-64,167,15,7,16.5,94,29,inspection
Jasmine,303,18,5,15.7,85,43,inspection
IR-64,125,12,1,16.6,90,73,inspection
Ponni,372,22,16,12.8,65,62,inspection
Basmati,321,21,1,16.2,74,18,inspection
Swarna,296,14,11,14.7,67,8,inspection
Basmati,424,13,13,12.3,53,60,inspection
Basmati,242,5,3,15.9,80,71,inspection
Basmati,308,8,12,16.7,88,68,inspection
IR-64,365,5,16,14.7,68,93,inspection
Ponni,469,22,19,14.2,65,48,inspection
Sona Masoori,212,2,6,12.9,59,37,inspection
Swarna,100,6,2,13.5,59,57,inspection
Ponni,287,14,2,15.5,56,35,inspection
Ponni,292,11,0,13.0,87,16,inspection
Sona Masoori,227,8,8,14.4,73,18,inspection
Ponni,73,3,1,14.8,91,41,inspection
Sona Masoori,389,5,9,13.0,86,72,inspection
Jasmine,427,39,2,15.3,81,8,inspection
Sona Masoori,327,5,5,12.4,95,30,inspection
Basmati,233,12,6,11.9,71,8,inspection
Ponni,273,6,11,14.9,75,88,inspection
IR-64,289,9,9,12.3,66,29,inspection
Ponni,72,3,0,11.8,94,28,inspection
IR-64,138,5,2,16.6,58,64,inspection
Jasmine,403,21,13,13.6,82,37,inspection
Jasmine,272,17,2,14.4,52,25,inspection
Ponni,311,19,5,11.5,94,10,inspection
IR-64,263,24,9,12.6,84,0,inspection
Basmati,196,4,1,14.4,82,49,inspection
Ponni,191,8,6,13.3,70,33,inspection
Swarna,74,4,1,13.9,91,85,inspection
IR-64,117,10,1,11.7,56,95,inspection
Ponni,436,12,12,15.5,94,86,inspection
Basmati,244,7,10,14.0,91,80,inspection
Basmati,171,5,1,14.2,69,1,inspection
Basmati,165,6,8,14.1,74,92,inspection
Ponni,445,26,6,12.4,81,61,inspection
Jasmine,498,9,0,16.5,54,78,inspection
Sona Masoori,377,35,5,11.8,50,35,inspection
Swarna,433,6,4,14.5,60,12,inspection
IR-64,276,9,9,15.4,73,9,inspection
Basmati,454,10,10,11.7,57,38,inspection
IR-64,121,10,5,16.4,93,3,inspection
IR-64,67,5,1,12.1,65,58,inspection
Ponni,199,10,7,12.9,94,72,inspection
IR-64,170,2,4,11.8,93,48,inspection
Swarna,271,24,8,12.4,50,73,inspection
Basmati,423,34,0,13.0,80,25,inspection
Basmati,156,15,0,12.7,78,0,inspection
Ponni,487,26,5,16.0,85,89,inspection
Jasmine,84,3,3,13.0,55,76,inspection
Ponni,143,8,1,13.5,73,92,inspection
Jasmine,387,17,9,13.3,61,74,inspection
Basmati,452,32,9,13.0,93,63,inspection
Swarna,104,9,3,14.7,58,42,inspection
Swarna,445,40,7,14.4,93,21,inspection
Jasmine,134,11,1,14.7,84,80,inspection
Ponni,131,5,5,16.7,63,88,inspection
Sona Masoori,316,19,4,14.4,83,13,inspection
Ponni,400,29,6,16.5,64,87,inspection
Sona Masoori,226,21,5,15.4,73,70,inspection
Swarna,172,13,0,14.6,76,88,inspection
Jasmine,389,28,17,13.9,94,24,inspection
Ponni,469,34,7,12.1,59,9,inspection
Swarna,215,4,8,15.9,84,81,inspection
Sona Masoori,68,1,2,11.7,57,26,inspection
Sona Masoori,94,8,3,12.8,57,54,inspection
Sona Masoori,417,18,6,14.7,71,49,inspection
Ponni,361,22,12,16.4,90,78,inspection
Sona Masoori,315,23,13,13.2,51,32,inspection
Swarna,445,32,13,14.4,56,54,inspection
Basmati,410,5,9,14.1,51,48,inspection
Sona Masoori,303,9,12,12.8,55,10,inspection
Jasmine,108,6,2,13.9,71,30,inspection
Basmati,218,6,4,14.4,95,57,inspection
Sona Masoori,410,38,9,12.2,93,3,inspection
Ponni,152,6,7,14.0,94,72,inspection
Jasmine,430,31,10,11.8,87,15,inspection
Swarna,210,13,4,16.0,52,37,inspection
Jasmine,139,7,1,16.6,54,25,inspection
Swarna,457,36,1,15.4,91,22,inspection
IR-64,174,14,1,13.3,93,74,inspection
Swarna,473,11,3,15.2,57,12,inspection
Ponni,348,28,7,11.6,81,46,inspection
Jasmine,328,19,6,16.3,73,81,inspection
Sona Masoori,202,3,0,13.8,94,54,inspection
Jasmine,243,22,10,14.0,82,31,inspection
Sona Masoori,72,5,1,12.4,86,23,inspection
Ponni,251,24,8,14.5,80,8,inspection
Ponni,271,7,4,12.1,52,29,inspection
Jasmine,419,23,0,13.6,73,7,inspection
Ponni,400,14,16,12.9,83,1,inspection
Basmati,184,12,4,16.1,63,24,inspection
IR-64,110,7,4,12.4,85,81,inspection
Sona Masoori,134,11,0,15.0,82,18,inspection
Ponni,97,7,4,14.5,65,80,inspection
Basmati,175,13,0,15.9,76,7,inspection
Basmati,459,34,8,13.6,62,85,inspection
Swarna,370,33,8,15.9,64,95,inspection
Ponni,268,8,6,14.9,90,20,inspection
Swarna,455,21,12,11.9,88,3,inspection
Jasmine,457,19,8,12.3,91,5,inspection
Swarna,392,33,11,15.8,71,38,inspection
Basmati,497,22,21,16.5,82,62,inspection
Jasmine,361,23,14,15.2,93,77,inspection
IR-64,300,29,7,13.3,94,62,inspection
Ponni,383,36,16,11.8,90,34,inspection
Ponni,322,19,5,12.7,70,30,inspection
Basmati,158,7,2,15.9,83,86,inspection
Swarna,402,33,13,15.0,89,17,inspection
IR-64,411,24,4,15.1,95,69,inspection
Swarna,357,26,5,14.3,57,92,inspection
IR-64,165,4,5,14.7,90,43,inspection
Swarna,251,8,7,12.8,80,91,inspection
Ponni,234,7,11,12.3,88,9,inspection
Ponni,261,24,5,11.5,62,32,inspection
Ponni,358,17,4,15.9,82,72,inspection
Swarna,381,20,7,16.7,88,13,inspection
Sona Masoori,131,1,0,12.5,73,6,inspection
Sona Masoori,340,31,11,14.3,58,12,inspection
IR-64,80,0,1,16.2,86,7,inspection
Ponni,428,13,13,13.0,77,30,inspection
Ponni,444,38,3,12.9,85,45,inspection
Ponni,359,29,14,13.2,64,21,inspection
IR-64,337,20,10,14.8,60,11,inspection
Basmati,474,40,5,14.1,56,31,inspection
Swarna,372,13,0,12.4,61,28,inspection
Jasmine,217,10,2,13.8,88,49,inspection
Sona Masoori,269,20,5,15.3,78,19,inspection
Ponni,444,12,14,13.5,84,34,inspection
Swarna,464,5,11,16.1,71,41,inspection
Swarna,489,11,1,13.8,63,47,inspection
Jasmine,409,12,7,13.5,75,26,inspection
Basmati,187,11,4,15.3,64,48,inspection
Sona Masoori,411,29,9,16.5,65,82,inspection
Sona Masoori,259,3,5,14.5,73,48,inspection
Swarna,277,8,5,12.0,66,44,inspection
Basmati,305,20,9,12.3,64,74,inspection
IR-64,493,7,5,11.7,74,46,inspection
Jasmine,141,2,0,12.0,94,70,inspection
Basmati,291,10,13,12.3,59,55,inspection
IR-64,269,8,1,13.2,83,8,inspection
Sona Masoori,353,20,16,15.0,61,36,inspection
IR-64,180,13,0,11.6,62,77,inspection
Sona Masoori,197,4,4,15.8,61,68,inspection
Basmati,430,13,0,12.4,84,23,inspection
IR-64,452,25,1,12.9,51,64,inspection
IR-64,145,4,4,11.8,59,16,inspection
Basmati,353,17,12,15.7,79,31,inspection
Jasmine,187,2,3,12.4,88,5,inspection
Sona Masoori,207,16,5,13.9,81,86,inspection
Jasmine,266,25,4,16.2,79,82,inspection
Ponni,355,20,7,15.3,75,32,inspection
Ponni,499,8,24,14.1,52,26,inspection
Basmati,119,5,2,14.7,76,48,inspection
Basmati,309,15,9,12.6,51,27,inspection
IR-64,290,23,5,16.1,58,83,inspection
IR-64,68,3,1,16.3,78,32,inspection
Swarna,250,11,0,16.2,79,16,inspection
IR-64,387,5,8,16.4,68,47,inspection
Swarna,394,14,16,16.1,54,76,inspection
Ponni,304,12,2,11.7,80,8,inspection
Ponni,144,11,4,11.6,56,18,inspection
Sona Masoori,72,3,1,14.2,90,66,inspection
Basmati,468,18,8,14.7,72,79,inspection
Ponni,359,17,9,12.2,78,62,inspection
Jasmine,459,7,22,14.4,86,64,inspection
Swarna,229,17,3,15.0,78,93,inspection
IR-64,450,20,8,16.3,55,78,inspection
Sona Masoori,82,3,0,13.1,58,24,inspection
IR-64,278,2,0,14.4,66,26,inspection
Sona Masoori,195,10,9,15.4,54,28,inspection
Jasmine,312,25,5,12.1,92,58,inspection
Jasmine,250,15,11,16.0,66,73,inspection
Jasmine,229,5,7,14.8,70,67,inspection
Jasmine,361,28,4,14.3,67,76,inspection
Sona Masoori,282,10,13,14.1,71,65,inspection
Swarna,86,1,0,16.5,69,32,inspection
IR-64,492,45,22,15.7,65,59,inspection
