route,load,variety,priority,preferred_status,eta_minutes,rain_safe
Baramati to Warehouse B,243 bags IR-64,IR-64,11,ready,17,True
Talegaon to Warehouse C,228 bags Sona Masoori,Sona Masoori,3,ready,69,False
Open Yard C to Warehouse B,116 bags Swarna,Swarna,6,ready,42,False
Shirur to Warehouse B,144 bags Ponni,Ponni,2,scheduled,62,True
Hadapsar to Warehouse A,207 bags Basmati,Basmati,4,standby,18,True
Pimpri to Warehouse A,379 bags Swarna,Swarna,2,ready,77,True
Khed to Warehouse C,334 bags Swarna,Swarna,17,ready,77,True
Talegaon to Warehouse A,95 bags Swarna,Swarna,13,ready,71,True
Pimpri to Warehouse A,194 bags Basmati,Basmati,15,ready,159,False
Open Yard C to Warehouse C,490 bags IR-64,IR-64,3,standby,166,False
Wagholi to Warehouse A,252 bags Sona Masoori,Sona Masoori,8,standby,122,True
Indapur to Warehouse A,405 bags IR-64,IR-64,15,ready,105,True
Moshi to Warehouse B,286 bags Swarna,Swarna,1,scheduled,167,True
Sanaswadi to Warehouse B,108 bags Sona Masoori,Sona Masoori,12,standby,72,True
Talegaon to Warehouse A,270 bags IR-64,IR-64,4,scheduled,170,True
Moshi to Warehouse B,318 bags Sona Masoori,Sona Masoori,17,scheduled,140,True
Khed to Warehouse B,339 bags Sona Masoori,Sona Masoori,14,standby,43,False
Hadapsar to Warehouse C,240 bags Basmati,Basmati,18,scheduled,35,False
Pimpri to Warehouse C,287 bags Swarna,Swarna,6,scheduled,39,False
Shirur to Warehouse C,72 bags Sona Masoori,Sona Masoori,11,standby,137,True
Moshi to Warehouse C,242 bags Ponni,Ponni,5,scheduled,163,False
Lonikand to Warehouse A,461 bags Ponni,Ponni,9,ready,94,True
Khed to Warehouse A,313 bags IR-64,IR-64,6,scheduled,137,True
Sanaswadi to Warehouse A,140 bags Ponni,Ponni,7,scheduled,90,True
Khed to Warehouse A,119 bags IR-64,IR-64,2,ready,37,False
Wagholi to Warehouse B,192 bags IR-64,IR-64,5,scheduled,149,True
Moshi to Warehouse B,234 bags Ponni,Ponni,20,scheduled,65,True
Khed to Warehouse A,426 bags Sona Masoori,Sona Masoori,5,standby,177,True
Sanaswadi to Warehouse B,415 bags IR-64,IR-64,8,standby,48,False
Baramati to Warehouse B,485 bags IR-64,IR-64,4,standby,110,True
Sanaswadi to Warehouse A,307 bags Sona Masoori,Sona Masoori,14,ready,27,False
Wagholi to Warehouse B,150 bags Sona Masoori,Sona Masoori,2,ready,167,True
Lonikand to Warehouse B,283 bags Swarna,Swarna,12,ready,164,True
Pimpri to Warehouse C,164 bags IR-64,IR-64,3,scheduled,20,True
Pimpri to Warehouse A,262 bags Sona Masoori,Sona Masoori,16,ready,111,True
Bhosari to Warehouse A,348 bags Ponni,Ponni,7,standby,22,False
Hadapsar to Warehouse C,327 bags Basmati,Basmati,3,scheduled,114,False
Talegaon to Warehouse A,340 bags Sona Masoori,Sona Masoori,7,standby,122,False
Sanaswadi to Warehouse C,78 bags Basmati,Basmati,13,scheduled,109,False
Bhosari to Warehouse B,285 bags Sona Masoori,Sona Masoori,13,standby,115,True
Moshi to Warehouse C,312 bags Swarna,Swarna,12,ready,30,False
Pimpri to Warehouse B,448 bags Basmati,Basmati,10,scheduled,24,False
Chakan to Warehouse B,150 bags Basmati,Basmati,20,standby,72,False
Open Yard C to Warehouse A,204 bags Ponni,Ponni,13,standby,131,True
Talegaon to Warehouse A,247 bags IR-64,IR-64,14,standby,37,False
Talegaon to Warehouse B,160 bags Swarna,Swarna,5,scheduled,102,False
Wagholi to Warehouse C,127 bags Sona Masoori,Sona Masoori,17,scheduled,177,True
Shirur to Warehouse C,302 bags Ponni,Ponni,20,standby,174,False
Talegaon to Warehouse C,172 bags Basmati,Basmati,3,scheduled,168,False
Wagholi to Warehouse A,152 bags Ponni,Ponni,11,standby,49,False
Baramati to Warehouse A,237 bags Sona Masoori,Sona Masoori,12,scheduled,75,True
Hadapsar to Warehouse B,153 bags Sona Masoori,Sona Masoori,8,standby,35,False
Bhosari to Warehouse C,320 bags Swarna,Swarna,13,standby,110,False
Open Yard C to Warehouse B,448 bags Swarna,Swarna,19,scheduled,83,False
Open Yard C to Warehouse B,255 bags Ponni,Ponni,9,scheduled,177,False
Hadapsar to Warehouse B,172 bags Swarna,Swarna,12,scheduled,135,False
Chakan to Warehouse B,422 bags Ponni,Ponni,17,ready,31,False
Hadapsar to Warehouse B,114 bags Sona Masoori,Sona Masoori,6,ready,88,False
Sanaswadi to Warehouse C,407 bags Sona Masoori,Sona Masoori,19,ready,173,False
Shirur to Warehouse A,467 bags Basmati,Basmati,6,ready,167,True
Open Yard C to Warehouse B,344 bags Swarna,Swarna,13,ready,129,True
Moshi to Warehouse A,56 bags Swarna,Swarna,9,standby,76,False
Indapur to Warehouse C,351 bags Sona Masoori,Sona Masoori,9,standby,113,True
Lonikand to Warehouse B,76 bags Basmati,Basmati,18,scheduled,65,True
Indapur to Warehouse A,262 bags Sona Masoori,Sona Masoori,10,ready,94,True
Daund to Warehouse A,281 bags Ponni,Ponni,14,standby,132,True
Moshi to Warehouse C,59 bags Sona Masoori,Sona Masoori,18,scheduled,46,False
Shirur to Warehouse B,135 bags IR-64,IR-64,4,standby,109,False
Moshi to Warehouse C,193 bags Basmati,Basmati,6,standby,107,False
Daund to Warehouse A,271 bags Ponni,Ponni,15,ready,83,False
Sanaswadi to Warehouse A,304 bags IR-64,IR-64,6,scheduled,21,False
Indapur to Warehouse B,498 bags IR-64,IR-64,8,ready,133,False
Talegaon to Warehouse C,270 bags Swarna,Swarna,11,ready,63,True
Baramati to Warehouse A,107 bags Basmati,Basmati,2,scheduled,26,False
Bhosari to Warehouse A,466 bags Swarna,Swarna,18,standby,21,False
Open Yard C to Warehouse C,315 bags Sona Masoori,Sona Masoori,2,standby,53,False
Bhosari to Warehouse C,141 bags IR-64,IR-64,3,ready,62,False
Baramati to Warehouse C,483 bags IR-64,IR-64,4,ready,21,False
Hadapsar to Warehouse C,404 bags Sona Masoori,Sona Masoori,7,ready,150,True
Baramati to Warehouse A,67 bags IR-64,IR-64,4,standby,111,False
Open Yard C to Warehouse C,128 bags Ponni,Ponni,13,standby,21,True
Pimpri to Warehouse C,373 bags Swarna,Swarna,8,ready,47,False
Pimpri to Warehouse B,473 bags IR-64,IR-64,8,standby,58,True
Khed to Warehouse C,444 bags Swarna,Swarna,8,scheduled,172,True
Lonikand to Warehouse C,358 bags Ponni,Ponni,6,standby,88,False
Bhosari to Warehouse B,403 bags IR-64,IR-64,12,standby,48,True
Chakan to Warehouse B,94 bags Ponni,Ponni,12,standby,135,False
Moshi to Warehouse A,332 bags Swarna,Swarna,2,scheduled,62,False
Pimpri to Warehouse B,453 bags Sona Masoori,Sona Masoori,17,standby,66,False
Sanaswadi to Warehouse A,57 bags Swarna,Swarna,4,standby,116,True
Open Yard C to Warehouse C,482 bags Ponni,Ponni,8,scheduled,158,True
Daund to Warehouse A,489 bags Swarna,Swarna,14,scheduled,82,False
Indapur to Warehouse B,294 bags IR-64,IR-64,11,ready,82,True
Talegaon to Warehouse A,160 bags IR-64,IR-64,5,standby,145,True
Khed to Warehouse A,436 bags Ponni,Ponni,10,ready,54,False
Shirur to Warehouse C,489 bags Ponni,Ponni,5,scheduled,176,True
Talegaon to Warehouse C,231 bags Swarna,Swarna,2,ready,61,False
Hadapsar to Warehouse B,385 bags Sona Masoori,Sona Masoori,13,standby,177,False
Bhosari to Warehouse A,84 bags Sona Masoori,Sona Masoori,18,standby,84,False
Khed to Warehouse B,191 bags Sona Masoori,Sona Masoori,8,standby,139,False
Hadapsar to Warehouse C,206 bags Sona Masoori,Sona Masoori,18,ready,53,True
Lonikand to Warehouse C,86 bags IR-64,IR-64,13,standby,117,True
Shirur to Warehouse B,389 bags Swarna,Swarna,8,scheduled,136,False
Chakan to Warehouse A,210 bags Basmati,Basmati,16,standby,107,False
Wagholi to Warehouse C,87 bags IR-64,IR-64,3,ready,37,False
Daund to Warehouse B,86 bags Sona Masoori,Sona Masoori,19,scheduled,102,False
Chakan to Warehouse B,58 bags Ponni,Ponni,3,scheduled,111,True
Pimpri to Warehouse B,280 bags Ponni,Ponni,16,ready,62,True
Baramati to Warehouse A,465 bags IR-64,IR-64,1,ready,58,False
Talegaon to Warehouse C,57 bags Sona Masoori,Sona Masoori,20,scheduled,142,True
Talegaon to Warehouse C,388 bags Sona Masoori,Sona Masoori,5,ready,33,True
Pimpri to Warehouse A,434 bags Swarna,Swarna,20,ready,133,False
Chakan to Warehouse A,339 bags Ponni,Ponni,16,standby,33,True
Chakan to Warehouse B,297 bags IR-64,IR-64,3,scheduled,62,True
Baramati to Warehouse C,249 bags Sona Masoori,Sona Masoori,15,ready,162,False
Khed to Warehouse C,265 bags Basmati,Basmati,8,scheduled,68,False
Hadapsar to Warehouse A,358 bags Sona Masoori,Sona Masoori,13,ready,94,True
Sanaswadi to Warehouse C,394 bags Ponni,Ponni,11,standby,74,True
Talegaon to Warehouse A,131 bags Sona Masoori,Sona Masoori,19,standby,105,True
Indapur to Warehouse B,298 bags Swarna,Swarna,9,ready,159,False
Indapur to Warehouse B,295 bags Sona Masoori,Sona Masoori,2,standby,50,False
Shirur to Warehouse B,252 bags Basmati,Basmati,10,scheduled,126,False
Chakan to Warehouse B,343 bags Swarna,Swarna,19,ready,94,True
Chakan to Warehouse A,247 bags Basmati,Basmati,14,scheduled,23,False
Bhosari to Warehouse B,66 bags Sona Masoori,Sona Masoori,14,standby,105,False
Daund to Warehouse A,290 bags IR-64,IR-64,2,scheduled,113,False
Pimpri to Warehouse B,365 bags IR-64,IR-64,15,ready,35,True
Lonikand to Warehouse C,339 bags Basmati,Basmati,5,scheduled,112,True
Open Yard C to Warehouse A,75 bags Basmati,Basmati,19,ready,17,True
Open Yard C to Warehouse B,106 bags IR-64,IR-64,17,standby,133,False
Khed to Warehouse A,268 bags Basmati,Basmati,8,standby,95,False
Lonikand to Warehouse C,367 bags Ponni,Ponni,19,ready,171,False
Open Yard C to Warehouse B,261 bags Swarna,Swarna,8,ready,99,False
Bhosari to Warehouse B,431 bags IR-64,IR-64,10,scheduled,80,True
Indapur to Warehouse B,363 bags Sona Masoori,Sona Masoori,13,scheduled,169,True
Indapur to Warehouse C,174 bags Basmati,Basmati,9,scheduled,130,False
Hadapsar to Warehouse C,188 bags Swarna,Swarna,9,standby,149,True
Talegaon to Warehouse A,74 bags Ponni,Ponni,11,scheduled,122,True
Pimpri to Warehouse C,294 bags IR-64,IR-64,19,scheduled,151,False
Moshi to Warehouse A,130 bags Sona Masoori,Sona Masoori,1,scheduled,129,True
Sanaswadi to Warehouse C,138 bags Sona Masoori,Sona Masoori,16,standby,137,False
Wagholi to Warehouse C,228 bags IR-64,IR-64,10,scheduled,120,False
Open Yard C to Warehouse B,459 bags Ponni,Ponni,5,standby,24,True
Sanaswadi to Warehouse A,204 bags Basmati,Basmati,19,ready,92,False
Lonikand to Warehouse A,125 bags Ponni,Ponni,8,scheduled,28,True
Talegaon to Warehouse C,497 bags Basmati,Basmati,4,standby,44,True
Daund to Warehouse B,220 bags Swarna,Swarna,12,scheduled,167,False
Hadapsar to Warehouse B,348 bags Basmati,Basmati,16,standby,157,False
Indapur to Warehouse A,343 bags Ponni,Ponni,7,standby,81,False
Shirur to Warehouse B,146 bags Basmati,Basmati,11,ready,114,True
Moshi to Warehouse A,164 bags Ponni,Ponni,18,ready,27,True
Wagholi to Warehouse A,147 bags Swarna,Swarna,6,scheduled,49,True
Bhosari to Warehouse A,149 bags Basmati,Basmati,15,ready,61,False
Chakan to Warehouse A,385 bags Sona Masoori,Sona Masoori,1,ready,74,False
Daund to Warehouse C,262 bags Ponni,Ponni,13,scheduled,22,True
Shirur to Warehouse C,210 bags IR-64,IR-64,19,ready,112,True
Talegaon to Warehouse C,95 bags Swarna,Swarna,15,ready,31,False
Wagholi to Warehouse A,69 bags Basmati,Basmati,7,ready,29,True
Hadapsar to Warehouse C,456 bags Basmati,Basmati,2,standby,56,False
Chakan to Warehouse B,223 bags IR-64,IR-64,15,ready,55,True
Hadapsar to Warehouse A,316 bags IR-64,IR-64,20,standby,17,True
Sanaswadi to Warehouse A,219 bags Swarna,Swarna,19,standby,70,True
Lonikand to Warehouse A,167 bags Sona Masoori,Sona Masoori,8,standby,79,False
Baramati to Warehouse B,84 bags Sona Masoori,Sona Masoori,14,ready,108,True
Baramati to Warehouse B,122 bags Swarna,Swarna,20,scheduled,103,False
Hadapsar to Warehouse C,79 bags IR-64,IR-64,9,scheduled,109,True
Sanaswadi to Warehouse A,138 bags IR-64,IR-64,19,scheduled,81,False
Talegaon to Warehouse A,64 bags IR-64,IR-64,9,scheduled,48,True
Talegaon to Warehouse C,201 bags Swarna,Swarna,3,scheduled,19,True
Baramati to Warehouse C,133 bags IR-64,IR-64,5,ready,28,False
Sanaswadi to Warehouse B,466 bags Swarna,Swarna,9,scheduled,154,False
Daund to Warehouse A,475 bags Swarna,Swarna,16,ready,81,False
Moshi to Warehouse C,452 bags Ponni,Ponni,6,ready,27,False
Open Yard C to Warehouse C,327 bags IR-64,IR-64,18,ready,54,False
Khed to Warehouse A,223 bags Ponni,Ponni,3,standby,54,False
Pimpri to Warehouse A,460 bags Ponni,Ponni,11,ready,115,False
Daund to Warehouse B,309 bags IR-64,IR-64,8,ready,78,True
Baramati to Warehouse C,443 bags Sona Masoori,Sona Masoori,6,standby,48,True
Moshi to Warehouse A,111 bags Ponni,Ponni,15,scheduled,25,True
Daund to Warehouse B,402 bags Ponni,Ponni,14,scheduled,172,True
Khed to Warehouse A,282 bags Sona Masoori,Sona Masoori,16,ready,24,True
Pimpri to Warehouse A,230 bags Sona Masoori,Sona Masoori,19,scheduled,173,False
Daund to Warehouse B,141 bags Ponni,Ponni,11,scheduled,43,False
Moshi to Warehouse A,139 bags IR-64,IR-64,16,ready,80,True
Hadapsar to Warehouse C,282 bags IR-64,IR-64,6,standby,107,False
Talegaon to Warehouse A,107 bags Swarna,Swarna,6,ready,97,False
Pimpri to Warehouse C,245 bags IR-64,IR-64,7,scheduled,15,True
Hadapsar to Warehouse B,200 bags Basmati,Basmati,15,standby,93,False
Shirur to Warehouse C,347 bags Basmati,Basmati,1,ready,133,True
Indapur to Warehouse A,55 bags Basmati,Basmati,20,scheduled,111,False
Moshi to Warehouse C,442 bags Basmati,Basmati,7,scheduled,129,False
Wagholi to Warehouse C,409 bags IR-64,IR-64,13,ready,177,True
Talegaon to Warehouse C,429 bags Basmati,Basmati,14,standby,83,True
Baramati to Warehouse B,292 bags Basmati,Basmati,6,standby,106,True
Sanaswadi to Warehouse B,91 bags Swarna,Swarna,12,scheduled,36,True
Indapur to Warehouse C,118 bags Sona Masoori,Sona Masoori,12,scheduled,55,True
Pimpri to Warehouse B,109 bags Sona Masoori,Sona Masoori,11,ready,70,True
Talegaon to Warehouse C,212 bags Basmati,Basmati,19,ready,74,False
Hadapsar to Warehouse B,392 bags IR-64,IR-64,14,standby,174,False
Khed to Warehouse A,71 bags Swarna,Swarna,13,standby,100,False
Pimpri to Warehouse C,63 bags Ponni,Ponni,11,standby,64,True
Daund to Warehouse A,164 bags Ponni,Ponni,2,standby,84,True
Daund to Warehouse A,82 bags Sona Masoori,Sona Masoori,6,standby,39,True
Indapur to Warehouse A,240 bags Basmati,Basmati,17,scheduled,43,False
Shirur to Warehouse A,495 bags Swarna,Swarna,18,ready,152,False
Chakan to Warehouse B,54 bags Sona Masoori,Sona Masoori,19,standby,150,False
Wagholi to Warehouse C,325 bags Sona Masoori,Sona Masoori,13,ready,93,True
Bhosari to Warehouse C,50 bags Sona Masoori,Sona Masoori,13,standby,160,False
Baramati to Warehouse C,318 bags Swarna,Swarna,8,ready,148,False
Indapur to Warehouse C,248 bags Swarna,Swarna,10,ready,94,True
Pimpri to Warehouse B,420 bags IR-64,IR-64,7,ready,61,True
Pimpri to Warehouse A,416 bags Swarna,Swarna,5,standby,34,True
Talegaon to Warehouse A,206 bags Sona Masoori,Sona Masoori,2,ready,56,False
Shirur to Warehouse A,457 bags Sona Masoori,Sona Masoori,10,scheduled,139,True
Moshi to Warehouse B,491 bags Ponni,Ponni,15,standby,119,False
Pimpri to Warehouse C,319 bags Sona Masoori,Sona Masoori,6,scheduled,65,True
Daund to Warehouse C,60 bags Sona Masoori,Sona Masoori,8,ready,123,False
Sanaswadi to Warehouse C,402 bags IR-64,IR-64,1,standby,16,False
Lonikand to Warehouse A,432 bags IR-64,IR-64,18,ready,64,False
Hadapsar to Warehouse A,51 bags Basmati,Basmati,2,ready,60,False
Hadapsar to Warehouse C,170 bags Ponni,Ponni,1,ready,156,True
Lonikand to Warehouse B,481 bags Ponni,Ponni,6,scheduled,159,True
Sanaswadi to Warehouse B,253 bags Ponni,Ponni,14,standby,132,False
Lonikand to Warehouse A,489 bags IR-64,IR-64,6,scheduled,67,False
Khed to Warehouse A,159 bags Swarna,Swarna,14,scheduled,36,False
Khed to Warehouse A,373 bags Ponni,Ponni,13,standby,116,False
Moshi to Warehouse A,272 bags Ponni,Ponni,10,standby,15,True
Hadapsar to Warehouse A,389 bags Ponni,Ponni,6,standby,72,True
Moshi to Warehouse C,326 bags Ponni,Ponni,8,ready,62,False
Daund to Warehouse C,422 bags Sona Masoori,Sona Masoori,17,ready,98,True
Chakan to Warehouse B,302 bags Swarna,Swarna,4,scheduled,26,False
Indapur to Warehouse C,420 bags Basmati,Basmati,19,standby,16,True
Bhosari to Warehouse C,466 bags Basmati,Basmati,8,standby,174,True
Baramati to Warehouse C,277 bags Swarna,Swarna,4,ready,143,True
Open Yard C to Warehouse C,264 bags Ponni,Ponni,18,scheduled,78,False
Open Yard C to Warehouse C,304 bags IR-64,IR-64,1,scheduled,53,False
Chakan to Warehouse B,406 bags Swarna,Swarna,18,ready,58,False
Pimpri to Warehouse A,120 bags Basmati,Basmati,15,standby,93,True
Open Yard C to Warehouse B,164 bags Ponni,Ponni,9,scheduled,126,True
Indapur to Warehouse B,427 bags Basmati,Basmati,5,scheduled,170,True
Baramati to Warehouse B,371 bags Swarna,Swarna,5,scheduled,120,False
Pimpri to Warehouse B,82 bags Swarna,Swarna,19,scheduled,116,False
Sanaswadi to Warehouse C,51 bags Ponni,Ponni,20,ready,93,False
Wagholi to Warehouse C,230 bags Ponni,Ponni,19,ready,118,False
Moshi to Warehouse C,149 bags Ponni,Ponni,17,ready,43,False
Baramati to Warehouse A,197 bags Swarna,Swarna,17,scheduled,102,True
Chakan to Warehouse C,347 bags Ponni,Ponni,18,standby,112,False
Indapur to Warehouse C,323 bags Sona Masoori,Sona Masoori,9,ready,95,True
Indapur to Warehouse C,135 bags Ponni,Ponni,13,standby,98,True
Moshi to Warehouse A,133 bags Swarna,Swarna,5,ready,25,False
Chakan to Warehouse B,333 bags Ponni,Ponni,2,standby,154,True
Wagholi to Warehouse C,476 bags Basmati,Basmati,12,scheduled,41,True
Sanaswadi to Warehouse C,499 bags Ponni,Ponni,19,scheduled,63,True
Open Yard C to Warehouse B,206 bags Ponni,Ponni,18,standby,173,False
Wagholi to Warehouse C,104 bags Ponni,Ponni,12,ready,75,True
Talegaon to Warehouse B,453 bags Basmati,Basmati,1,standby,15,True
Sanaswadi to Warehouse C,226 bags Swarna,Swarna,13,standby,166,False
Khed to Warehouse A,58 bags Basmati,Basmati,13,ready,39,False
Indapur to Warehouse C,148 bags Swarna,Swarna,18,scheduled,90,False
Baramati to Warehouse C,76 bags Ponni,Ponni,16,scheduled,19,True
Shirur to Warehouse B,132 bags Swarna,Swarna,2,standby,43,True
Chakan to Warehouse B,402 bags Sona Masoori,Sona Masoori,2,standby,84,False
Wagholi to Warehouse B,117 bags Ponni,Ponni,20,standby,115,False
Wagholi to Warehouse C,225 bags Swarna,Swarna,18,ready,110,True
Wagholi to Warehouse A,243 bags IR-64,IR-64,5,standby,97,False
Pimpri to Warehouse C,273 bags Swarna,Swarna,5,ready,123,True
Talegaon to Warehouse A,113 bags Ponni,Ponni,1,ready,75,True
Lonikand to Warehouse C,381 bags Basmati,Basmati,15,standby,81,False
Wagholi to Warehouse B,249 bags Basmati,Basmati,18,ready,98,False
Pimpri to Warehouse A,357 bags Swarna,Swarna,11,standby,39,True
Shirur to Warehouse A,210 bags Sona Masoori,Sona Masoori,16,standby,50,False
Open Yard C to Warehouse C,228 bags IR-64,IR-64,4,standby,167,True
Sanaswadi to Warehouse C,177 bags Swarna,Swarna,5,scheduled,62,True
Lonikand to Warehouse A,417 bags Swarna,Swarna,8,scheduled,51,False
Baramati to Warehouse A,267 bags Basmati,Basmati,18,scheduled,154,True
Pimpri to Warehouse B,334 bags Basmati,Basmati,11,scheduled,98,True
Talegaon to Warehouse C,392 bags Basmati,Basmati,6,scheduled,103,True
Daund to Warehouse B,101 bags Swarna,Swarna,4,scheduled,98,False
Open Yard C to Warehouse C,93 bags Swarna,Swarna,3,standby,101,True
Shirur to Warehouse C,74 bags Basmati,Basmati,10,scheduled,38,False
Baramati to Warehouse B,207 bags Basmati,Basmati,16,standby,108,True
Open Yard C to Warehouse A,202 bags Swarna,Swarna,17,scheduled,90,True
Bhosari to Warehouse B,110 bags Basmati,Basmati,19,ready,161,False
Hadapsar to Warehouse B,198 bags Ponni,Ponni,7,standby,100,True
Baramati to Warehouse C,323 bags Sona Masoori,Sona Masoori,8,standby,46,True
Chakan to Warehouse A,497 bags Sona Masoori,Sona Masoori,7,standby,179,True
Chakan to Warehouse A,312 bags Swarna,Swarna,17,scheduled,59,True
Open Yard C to Warehouse A,295 bags Ponni,Ponni,16,standby,17,False
Bhosari to Warehouse C,272 bags IR-64,IR-64,11,scheduled,31,False
Talegaon to Warehouse A,277 bags Basmati,Basmati,14,ready,69,False
Daund to Warehouse A,297 bags Ponni,Ponni,2,standby,146,True
Open Yard C to Warehouse B,401 bags Swarna,Swarna,7,ready,86,False
Baramati to Warehouse A,426 bags Swarna,Swarna,15,scheduled,111,True
Pimpri to Warehouse B,351 bags Sona Masoori,Sona Masoori,10,standby,68,False
Talegaon to Warehouse C,359 bags Ponni,Ponni,9,ready,176,False
Wagholi to Warehouse B,76 bags Ponni,Ponni,19,scheduled,164,True
